sample_id,template_id,media_class,difficulty,n_checked,checked_codes,checked_labels_as_printed,cancelled_codes,variants,modifiers,is_blank,is_not_lab_request,stress_case,n_ambiguous_marks,primary_mark_style,order_profile,image
0000081,tpl_02_twocol_serif,photocopy_gen3,hard,5,CREATININE;FBS;HBA1C;LIPID_PROFILE;URINALYSIS,Creatinine;FBS (Fasting Blood Sugar);HbA1c;Lipid Profile;Urinalysis,,,,false,false,,0,cross,diabetes_monitoring,media/0000081_photocopy_gen3.png
0000082,tpl_02_twocol_serif,photocopy_gen3,hard,5,CREATININE;FBS;HBA1C;LIPID_PROFILE;URINALYSIS,Creatinine;FBS (Fasting Blood Sugar);HbA1c;Lipid Profile;Urinalysis,,,,false,false,,0,tick_overflowing,diabetes_monitoring,media/0000082_photocopy_gen3.png
0000083,tpl_02_twocol_serif,photocopy_gen3,hard,5,ALP;BILI_PANEL;HBSAG_SCREENING;LIVER_PROFILE;US_HBT,"ALP (Alkaline Phosphatase);Bilirubin (TB, DB, IB);HBsAg Screening;Hepatic Profile;HBT",,,,false,false,,0,diagonal_slash,liver_evaluation,media/0000083_photocopy_gen3.png
0000084,tpl_02_twocol_serif,photocopy_gen3,hard,6,BLOOD_TYPING_RH;CBC_PLT;HBSAG_SCREENING;PREGNANCY_TEST;URINALYSIS;VDRL_RPR,Blood Typing;CBC w/ Platelet Count;HBsAg Screening;Pregnancy Test;Urinalysis (Routine);RPR,,PREGNANCY_TEST=urine,,false,false,,0,tick_overflowing,prenatal,media/0000084_photocopy_gen3.png
0000085,tpl_02_twocol_serif,photocopy_gen3,hard,2,CBC_PLT;URINALYSIS,CBC w/ PLT CT;Urinalysis,,,,false,false,,0,tick_overflowing,sparse,media/0000085_photocopy_gen3.png
0000086,tpl_02_twocol_serif,photocopy_gen3,hard,9,BUN;CBC_PLT;CREATININE;ECG_12L;ELECTROLYTES;PTT;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,"Urea Nitrogen;Complete Blood Count with Platelet;Creatinine;12-lead ECG;Serum Electrolytes (Na, K, Cl);PTT (Partial Thromboplastin);Pro-time;Urinalysis;Chest PA/L",,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000086_photocopy_gen3.png
0000087,tpl_02_twocol_serif,photocopy_gen3,hard,3,CBC_PLT;MAMMOGRAM;US_BREAST,Complete Blood Count with Platelet;Mammography (Bilateral);Breast,,,,false,false,,1,tick_overflowing,breast_mass_workup,media/0000087_photocopy_gen3.png
0000088,tpl_02_twocol_serif,photocopy_gen3,hard,2,CBC_PLT;URINALYSIS,CBC w/ Platelet Count;Urinalysis,,,,false,false,,0,cross,sparse,media/0000088_photocopy_gen3.png
0000089,tpl_02_twocol_serif,photocopy_gen3,hard,2,CA_SERUM;CREATININE,Calcium (Ca);Creatinine,BUN,CA_SERUM=ionized,,false,false,,0,cross,renal_panel,media/0000089_photocopy_gen3.png
0000090,tpl_02_twocol_serif,fax,hard,6,CPK_TOTAL;CT_CHEST;ECG_12L;ECHO_2D;LDH;TROPONIN_I,Total CPK;Chest CT;12L ECG;2D Echo;LDH;Troponin-I,,,CT_CHEST=triple_contrast,false,false,,0,tick_overflowing,cardiac_chest_pain,media/0000090_fax.png
0000091,tpl_02_twocol_serif,fax,hard,17,ALP;BILI_PANEL;BUN;CBC_PLT;CREATININE;ECG_12L;ELECTROLYTES;FBS;FT4;HBSAG_SCREENING;LIPID_PROFILE;LIVER_PROFILE;TSH;URIC_ACID;URINALYSIS;VDRL_RPR;XR_CHEST_PA_L,"Alk Phos;Bilirubins;BUN;CBC w/ Platelet Count;Creatinine;12L ECG;Serum Electrolytes (Na, K, Cl);Fasting Blood Glucose;FT4;HBsAg Screening;Lipid Profile;Liver Profile;TSH;BUA;Urinalysis (UA);VDRL/RPR;Chest PA/L",,,,false,false,,0,tick_overflowing,broad,media/0000091_fax.png
0000092,tpl_02_twocol_serif,fax,hard,2,LIVER_PROFILE;US_HBT,Liver Profile;HBT (Liver),,,,false,false,,0,tick_overflowing,liver_evaluation,media/0000092_fax.png
0000093,tpl_02_twocol_serif,fax,hard,6,BUN;CA_SERUM;CREATININE;ELECTROLYTES;URIC_ACID;URINALYSIS,"Blood Urea Nitrogen;Calcium (Ca);Creatinine;Serum Electrolytes (Na, K, Cl);BUA;Urinalysis",,CA_SERUM=total,,false,false,,0,tick_in_box,renal_panel,media/0000093_fax.png
0000094,tpl_02_twocol_serif,fax,hard,8,BUN;CBC_PLT;CREATININE;ECG_12L;ELECTROLYTES;PTT;URINALYSIS;XR_CHEST_PA_L,"BUN;CBC with Platelet Count;Creat;Electrocardiogram;Serum Electrolytes (Na, K, Cl);PTT (Partial Thromboplastin);Urinalysis;CXR PA/L",,,,false,false,,0,cross,preoperative_clearance,media/0000094_fax.png
0000095,tpl_02_twocol_serif,fax,hard,2,CBC_PLT;URINALYSIS,CBC w/ PLT CT;Urinalysis,,,,false,false,,0,diagonal_slash,sparse,media/0000095_fax.png
0000096,tpl_02_twocol_serif,fax,hard,0,,,,,,false,false,,0,,sparse,media/0000096_fax.png
0000097,tpl_02_twocol_serif,fax,hard,8,BUN;CBC_PLT;CREATININE;ECG_12L;PTT;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,BUN;CBC with Platelet Count;Serum Creatinine;12-lead ECG;PTT (Partial Thromboplastin);PT (Prothrombin Time);Urinalysis;Chest PA/L,ELECTROLYTES,,,false,false,,0,cross,preoperative_clearance,media/0000097_fax.png
0000098,tpl_02_twocol_serif,fax,hard,6,BUN;CA_SERUM;CREATININE;ELECTROLYTES;URIC_ACID;URINALYSIS,"BUN;Calcium (Ca);Creat;Serum Electrolytes (Na, K, Cl);BUA;Urinalysis",,CA_SERUM=total,,false,false,,1,cross,renal_panel,media/0000098_fax.png
0000099,tpl_02_twocol_serif,fax,hard,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC w/ PLT CT;FBS;Fecalysis;Lipid Profile (TC/TG/HDL/LDL/VLDL);Urinalysis;Chest PA and lateral,,,,false,false,,0,circle_around_label,annual_physical,media/0000099_fax.png
0000100,tpl_03_threecol_dense,clean,easy,8,BUN;CA_IONIZED;CA_TOTAL;CREATININE;K;NA;URIC_ACID;VLDL,BUN;Ionized Calcium;Total Calcium;Creatinine;Potassium (K);Sodium (Na);BUA;VLDL,,,,false,false,,0,tick_overflowing,renal_panel,media/0000100_clean.png
0000101,tpl_03_threecol_dense,clean,easy,8,BUN;CBC;CREATININE;ECG_12L;K;PTT;PT_PROTHROMBIN;URINALYSIS,BUN;CBC;Creatinine;12-lead ECG;Potassium (K);aPTT;PT (Prothrombin Time);Urinalysis,,,,false,false,,1,tick_overflowing,preoperative_clearance,media/0000101_clean.png
0000102,tpl_03_threecol_dense,clean,easy,2,CBC;URINALYSIS,Complete Blood Count (CBC);Urinalysis,,,,false,false,,0,tick_in_box,sparse,media/0000102_clean.png
0000103,tpl_03_threecol_dense,clean,easy,8,BUN;CBC;CREATININE;ECG_12L;K;NA;PTT;PT_PROTHROMBIN,BUN;CBC;Creatinine;12-lead ECG;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);PT (Prothrombin Time),,,,false,false,,0,tick_overflowing,preoperative_clearance,media/0000103_clean.png
0000104,tpl_03_threecol_dense,clean,easy,7,BUN;CA_IONIZED;CA_TOTAL;CREATININE;K;NA;URIC_ACID,BUN;Ionized Calcium;Total Calcium;Creatinine;Potassium (K);Sodium (Na);Uric Acid,URINALYSIS,,,false,false,,0,tick_in_box,renal_panel,media/0000104_clean.png
0000105,tpl_03_threecol_dense,clean,easy,4,FT3;FT4;TSH;US_THYROID,FT3;FT4;TSH;Thyroid,,,,false,false,,0,tick_overflowing,thyroid_workup,media/0000105_clean.png
0000106,tpl_03_threecol_dense,clean,easy,22,ALP;BILI_PANEL;BUN;CBC;CHOL_TOTAL;CREATININE;ECG_12L;FT4;HBA1C;HBSAG_SCREENING;HDL;K;LDL;NA;SGOT_AST;SGPT_ALT;TRIGLYCERIDES;TSH;URIC_ACID;URINALYSIS;VDRL_RPR;XR_CHEST_PA_L,ALP (Alkaline Phosphatase);Bilirubins;BUN;CBC;Total Cholesterol;Creatinine;Electrocardiography;Free T4;Glycosylated Hemoglobin;HBsAg Screening;HDL;Potassium (K);LDL;Sodium (Na);SGOT/AST;SGPT/ALT;Triglycerides;TSH;Uric Acid;Urinalysis;VDRL/RPR;Chest X-ray PA and Lateral,,,,false,false,,3,tick_overflowing,broad,media/0000106_clean.png
0000107,tpl_03_threecol_dense,clean,easy,6,CA_IONIZED;CA_TOTAL;CREATININE;K;URIC_ACID;URINALYSIS,iCa;Total Calcium;Creatinine;Serum Potassium;Uric Acid;Urinalysis,,,,false,false,,0,filled_scribble,renal_panel,media/0000107_clean.png
0000108,tpl_03_threecol_dense,clean,easy,24,ALP;BILI_PANEL;BUN;CBC;CHOL_TOTAL;CREATININE;ECG_12L;FBS;FECALYSIS;FT4;HBA1C;HBSAG_SCREENING;HDL;K;LDL;NA;SGOT_AST;SGPT_ALT;TRIGLYCERIDES;TSH;URIC_ACID;URINALYSIS;VDRL_RPR;XR_CHEST_PA_L,ALP;Bilirubins;BUN;CBC;Cholesterol;Creatinine;12L ECG;FBS (Fasting Blood Sugar);Fecalysis;FT-4;HbA1c;HBsAg Screening;HDL;Potassium (K);LDL;Sodium;SGOT / AST;SGPT / ALT;Triglycerides;TSH;Serum Uric Acid;Urinalysis;VDRL/RPR;Chest PA / L,,,,false,false,,2,circle_around_label,broad,media/0000108_clean.png
0000109,tpl_03_threecol_dense,clean,easy,8,BUN;CA_IONIZED;CA_TOTAL;CREATININE;K;NA;URIC_ACID;URINALYSIS,BUN;Ionized Calcium;Total Calcium;Creatinine;Potassium (K);Sodium (Na);Blood Uric Acid;Urinalysis,,,,false,false,,0,tick_overflowing,renal_panel,media/0000109_clean.png
0000110,tpl_03_threecol_dense,scan,easy,5,CPK_TOTAL;ECG_12L;ECHO_2D;TROPONIN_I;XR_CHEST_PA_L,Total CPK;12L ECG;2D Echo;Troponin-I;Chest PA/L,,,,false,false,,0,tick_in_box,cardiac_chest_pain,media/0000110_scan.png
0000111,tpl_03_threecol_dense,scan,easy,8,CHOL_TOTAL;CREATININE;FBS;HBA1C;HDL;TRIGLYCERIDES;URINALYSIS;VLDL,Total Cholesterol;Creatinine;FBS (Fasting Blood Sugar);HbA1c;HDL;Triglycerides;Urinalysis;VLDL Cholesterol,,,,false,false,,1,circle_around_box,diabetes_monitoring,media/0000111_scan.png
0000112,tpl_03_threecol_dense,scan,easy,9,CHOL_TOTAL;CREATININE;FBS;HBA1C;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL,Total Cholesterol;Creatinine;FBS;HbA1c;HDL;LDL Cholesterol;Triglycerides;Urinalysis;VLDL,,,,false,false,,0,circle_around_box,diabetes_monitoring,media/0000112_scan.png
0000113,tpl_03_threecol_dense,scan,easy,8,BUN;CBC;CREATININE;ECG_12L;K;NA;PTT;URINALYSIS,BUN;Complete Blood Count;Creatinine;12-lead ECG;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);Urinalysis,PT_PROTHROMBIN,,,false,false,,1,diagonal_slash,preoperative_clearance,media/0000113_scan.png
0000114,tpl_03_threecol_dense,scan,easy,9,CBC;CHOL_TOTAL;FBS;FECALYSIS;HDL;LDL;TRIGLYCERIDES;VLDL;XR_CHEST_PA_L,CBC;Total Cholesterol;FBS (Fasting Blood Sugar);Fecalysis;HDL;LDL;Triglycerides;VLDL;Chest PA and lateral,,,,false,false,,0,tick_overflowing,annual_physical,media/0000114_scan.png
0000115,tpl_03_threecol_dense,scan,easy,6,BLOOD_TYPING_RH;CBC;HBSAG_SCREENING;OGTT_75G;URINALYSIS;VDRL_RPR,Blood Typing/Rh;CBC;HBsAg Screening;OGTT (75 Grams);Urinalysis;VDRL/RPR,,,,false,false,,0,circle_around_label,prenatal,media/0000115_scan.png
0000116,tpl_03_threecol_dense,scan,easy,3,CBC;MAMMOGRAM;US_BREAST,CBC;Mammography (Bilateral);Breast,,,,false,false,,0,diagonal_slash,breast_mass_workup,media/0000116_scan.png
0000117,tpl_03_threecol_dense,scan,easy,9,CHOL_TOTAL;CREATININE;FBS;HBA1C;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL,Total Cholesterol;Creatinine;FBS (Fasting Blood Sugar);HbA1c;HDL;LDL;Triglycerides;Urinalysis;VLDL,,,,false,false,,1,tick_in_box,diabetes_monitoring,media/0000117_scan.png
0000118,tpl_03_threecol_dense,scan,easy,7,CHOL_TOTAL;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL;XR_CHEST_PA_L,Total Cholesterol;HDL;Low Density Lipoprotein;Triglycerides;Urinalysis;VLDL;Chest PA / L,FBS;FECALYSIS,,,false,false,,0,diagonal_slash,annual_physical,media/0000118_scan.png
0000119,tpl_03_threecol_dense,scan,easy,6,ALP;BILI_PANEL;HBSAG_SCREENING;SGOT_AST;SGPT_ALT;US_HBT,"ALP (Alkaline Phosphatase);Bilirubin (TB, DB, IB);HBsAg Screening;SGOT / AST;SGPT / ALT;HBT (Liver)",,,,false,false,,0,tick_in_box,liver_evaluation,media/0000119_scan.png
0000120,tpl_03_threecol_dense,photocopy_gen1,medium,5,BILI_PANEL;HBSAG_SCREENING;SGOT_AST;SGPT_ALT;US_HBT,"Bilirubin (TB, DB, IB);HBsAg Screening;SGOT / AST;SGPT / ALT;HBT (Liver)",,,,false,false,,1,tick_in_box,liver_evaluation,media/0000120_photocopy_gen1.png
0000121,tpl_03_threecol_dense,photocopy_gen1,medium,5,BLOOD_TYPING_RH;CBC;HBSAG_SCREENING;OGTT_75G;URINALYSIS,Blood Typing/Rh;CBC;HBsAg Screening;OGTT (75 Grams);Urinalysis,,,,false,false,,0,tick_in_box,prenatal,media/0000121_photocopy_gen1.png
0000122,tpl_03_threecol_dense,photocopy_gen1,medium,9,CBC;CHOL_TOTAL;FBS;FECALYSIS;HDL;TRIGLYCERIDES;URINALYSIS;VLDL;XR_CHEST_PA_L,Complete Blood Count;Total Cholesterol;FBS;Fecalysis (Routine);High Density Lipoprotein;Triglycerides;Urinalysis;Very Low Density Lipoprotein;Chest PA and lateral,,,,false,false,,2,tick_in_box,annual_physical,media/0000122_photocopy_gen1.png
0000123,tpl_03_threecol_dense,photocopy_gen1,medium,9,CHOL_TOTAL;CREATININE;FBS;HBA1C;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL,T. Chole;Creatinine;FBS (Fasting Blood Sugar);HbA1c;High Density Lipoprotein;LDL;Triglycerides;Urinalysis;VLDL,,,,false,false,,0,tick_in_box,diabetes_monitoring,media/0000123_photocopy_gen1.png
0000124,tpl_03_threecol_dense,photocopy_gen1,medium,5,BLOOD_TYPING_RH;CBC;OGTT_75G;URINALYSIS;VDRL_RPR,Blood Typing/Rh;CBC;OGTT 75g;Urinalysis;VDRL/RPR,,,,false,false,,0,tick_overflowing,prenatal,media/0000124_photocopy_gen1.png
0000125,tpl_03_threecol_dense,photocopy_gen1,medium,7,CPK_TOTAL;CT_CHEST;ECG_12L;ECHO_2D;LDH;TROPONIN_I;XR_CHEST_PA_L,Total CPK;Chest CT;12L ECG;2D Echo;LDH;Troponin-I;Chest PA/L,,,CT_CHEST=triple_contrast,false,false,,1,tick_in_box,cardiac_chest_pain,media/0000125_photocopy_gen1.png
0000126,tpl_03_threecol_dense,photocopy_gen1,medium,3,FT3;TSH;US_THYROID,FT3;TSH;Thyroid,,,,false,false,,0,diagonal_slash,thyroid_workup,media/0000126_photocopy_gen1.png
0000127,tpl_03_threecol_dense,photocopy_gen1,medium,9,CHOL_TOTAL;CREATININE;FBS;HBA1C;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL,Total Cholesterol;Creatinine;FBS;HbA1c;HDL;LDL;Triglycerides;Urinalysis;VLDL,,,,false,false,,0,tick_in_box,diabetes_monitoring,media/0000127_photocopy_gen1.png
0000128,tpl_03_threecol_dense,photocopy_gen1,medium,7,BUN;CBC;NA;PTT;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,BUN;CBC;Sodium (Na);PTT (Partial Thromboplastin);PT (Prothrombin);Routine Urinalysis;Chest PA and lateral,,,,false,false,,0,circle_around_box,preoperative_clearance,media/0000128_photocopy_gen1.png
0000129,tpl_03_threecol_dense,photocopy_gen1,medium,23,ALP;BILI_PANEL;BUN;CBC;CHOL_TOTAL;CREATININE;FBS;FECALYSIS;FT4;HBA1C;HBSAG_SCREENING;HDL;K;LDL;NA;SGOT_AST;SGPT_ALT;TRIGLYCERIDES;URIC_ACID;URINALYSIS;VDRL_RPR;VLDL;XR_CHEST_PA_L,ALP;Bilirubins;BUN;CBC;Total Cholesterol;Creatinine;FBS;Fecal Analysis;FT4;HbA1c;HBsAg Screening;HDL;Serum Potassium;LDL;Sodium (Na);SGOT/AST;SGPT / ALT;Triglycerides;Uric Acid;Urinalysis;VDRL/RPR;VLDL;Chest PA/L,ECG_12L,,,false,false,,1,tick_overflowing,broad,media/0000129_photocopy_gen1.png
0000130,tpl_03_threecol_dense,photocopy_gen3,hard,7,CPK_TOTAL;CT_CHEST;ECG_12L;ECHO_2D;TROPONIN_I;US_THYROID;XR_CHEST_PA_L,Total CPK;Chest CT;Electrocardiogram;2D Echo;Troponin-I;Thyroid;Chest PA/L,,,CT_CHEST=triple_contrast,false,false,,2,tick_in_box,cardiac_chest_pain,media/0000130_photocopy_gen3.png
0000131,tpl_03_threecol_dense,photocopy_gen3,hard,8,CREATININE;FBS;HBA1C;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL,Creatinine;FBS;HbA1c;HDL;LDL;Triglycerides;Urinalysis;VLDL,,,,false,false,,0,tick_overflowing,diabetes_monitoring,media/0000131_photocopy_gen3.png
0000132,tpl_03_threecol_dense,photocopy_gen3,hard,10,CBC;CHOL_TOTAL;FBS;FECALYSIS;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL;XR_CHEST_PA_L,CBC;Total Cholesterol;FBS (Fasting Blood Sugar);Fecal Analysis;HDL-C;LDL;Triglycerides;Urinalysis;VLDL;Chest PA / L,,,,false,false,,0,tick_in_box,annual_physical,media/0000132_photocopy_gen3.png
0000133,tpl_03_threecol_dense,photocopy_gen3,hard,0,,,URINALYSIS,,,false,false,,0,tick_overflowing,sparse,media/0000133_photocopy_gen3.png
0000134,tpl_03_threecol_dense,photocopy_gen3,hard,4,HBSAG_SCREENING;SGOT_AST;SGPT_ALT;VDRL_RPR,HBsAg (Screening);SGOT/AST;SGPT/ALT;VDRL / RPR,,,,false,false,,0,tick_overflowing,hepatitis_screen,media/0000134_photocopy_gen3.png
0000135,tpl_03_threecol_dense,photocopy_gen3,hard,23,ALP;BILI_PANEL;BUN;CBC;CHOL_TOTAL;CREATININE;ECG_12L;FBS;FECALYSIS;FT4;HBA1C;HBSAG_SCREENING;HDL;K;NA;SGOT_AST;SGPT_ALT;TRIGLYCERIDES;TSH;URIC_ACID;VDRL_RPR;VLDL;XR_CHEST_PA_L,"Alkaline Phosphatase;Bilirubin (TB, DB, IB);Urea Nitrogen;CBC;Total Cholesterol;Creatinine;12L ECG;FBS;Fecalysis;FT4;HbA1c;HBsAg Screening;High Density Lipoprotein;K;Sodium (Na);SGOT / AST;SGPT / ALT;Triglycerides;TSH;BUA;VDRL/RPR;VLDL;Chest PA / L",,,,false,false,,3,tick_in_box,broad,media/0000135_photocopy_gen3.png
0000136,tpl_03_threecol_dense,photocopy_gen3,hard,8,BUN;CBC;CREATININE;ECG_12L;PTT;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,BUN;CBC;Creatinine;Electrocardiogram;PTT (Partial Thromboplastin);PT (Prothrombin);Urinalysis;Chest PA / L,,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000136_photocopy_gen3.png
0000137,tpl_03_threecol_dense,photocopy_gen3,hard,8,BUN;CBC;CREATININE;ECG_12L;K;NA;PT_PROTHROMBIN;URINALYSIS,BUN;CBC;Creatinine;12-lead ECG;Potassium (K);Sodium (Na);PT (Prothrombin);Urinalysis,,,,false,false,,1,tick_in_box,preoperative_clearance,media/0000137_photocopy_gen3.png
0000138,tpl_03_threecol_dense,photocopy_gen3,hard,10,BUN;CBC;CREATININE;ECG_12L;K;NA;PTT;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,BUN;CBC;Creatinine;12-lead ECG;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);PT (Prothrombin);UA;Chest PA and lateral,,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000138_photocopy_gen3.png
0000139,tpl_03_threecol_dense,photocopy_gen3,hard,24,ALP;BILI_PANEL;BUN;CBC;CHOL_TOTAL;ECG_12L;FBS;FECALYSIS;FT4;HBA1C;HBSAG_SCREENING;HDL;LDL;NA;RETIC;SGOT_AST;SGPT_ALT;TRIGLYCERIDES;TSH;URIC_ACID;URINALYSIS;VDRL_RPR;VLDL;XR_CHEST_PA_L,"Alkaline Phosphatase;Bilirubin (TBil, B1, B2);BUN;Complete Blood Count;Total Cholesterol;Electrocardiogram;FBS;Fecalysis;FT4;HbA1c;HBsAg Screening;HDL;LDL;Sodium (Na);Retic Count;SGOT/AST;SGPT/ALT;Triglycerides;TSH;Uric Acid;Urinalysis;Syphilis Screening;VLDL Cholesterol;Chest PA/L",,,,false,false,,1,diagonal_slash,broad,media/0000139_photocopy_gen3.png
0000140,tpl_03_threecol_dense,fax,hard,9,CBC;CHOL_TOTAL;FBS;FECALYSIS;HDL;LDL;TRIGLYCERIDES;URINALYSIS;XR_CHEST_PA_L,CBC;Total Cholesterol;FBS;Fecalysis;HDL;LDL;Triglycerides;Urinalysis;Chest PA/L,,,,false,false,,0,tick_in_box,annual_physical,media/0000140_fax.png
0000141,tpl_03_threecol_dense,fax,hard,7,BUN;CA_IONIZED;CA_TOTAL;CREATININE;K;NA;URINALYSIS,Serum BUN;Ionized Calcium;Total Calcium;Creatinine;Potassium (K);Sodium (Na);Urinalysis,,,,false,false,,0,tick_in_box,renal_panel,media/0000141_fax.png
0000142,tpl_03_threecol_dense,fax,hard,6,BUN;CA_TOTAL;CREATININE;K;NA;URIC_ACID,BUN;Serum Total Calcium;Creatinine;Potassium (K);Sodium (Na);BUA,,,,false,false,,0,tick_in_box,renal_panel,media/0000142_fax.png
0000143,tpl_03_threecol_dense,fax,hard,9,CBC;CHOL_TOTAL;FBS;FECALYSIS;HDL;TRIGLYCERIDES;URINALYSIS;VLDL;XR_CHEST_PA_L,Complete Blood Count (CBC);Total Cholesterol;FBS (Fasting Blood Sugar);Stool Examination;HDL;Triglycerides;Urinalysis;VLDL;Chest PA and lateral,,,,false,false,,0,tick_overflowing,annual_physical,media/0000143_fax.png
0000144,tpl_03_threecol_dense,fax,hard,2,CBC;MAMMOGRAM,CBC;Mammogram,,,,false,false,,0,cross,breast_mass_workup,media/0000144_fax.png
0000145,tpl_03_threecol_dense,fax,hard,0,,,US_BREAST,,,false,false,,0,diagonal_slash,breast_mass_workup,media/0000145_fax.png
0000146,tpl_03_threecol_dense,fax,hard,2,CBC;URINALYSIS,CBC;Urinalysis,,,,false,false,,0,tick_overflowing,sparse,media/0000146_fax.png
0000147,tpl_03_threecol_dense,fax,hard,9,CBC;CHOL_TOTAL;FECALYSIS;HDL;LDL;TRIGLYCERIDES;URINALYSIS;VLDL;XR_CHEST_PA_L,CBC;Total Cholesterol;Fecalysis;HDL-C;LDL;Triglycerides;Urinalysis;VLDL;Chest PA/L,,,,false,false,,0,circle_around_label,annual_physical,media/0000147_fax.png
0000148,tpl_03_threecol_dense,fax,hard,9,BUN;CBC;CREATININE;ECG_12L;K;NA;PTT;PT_PROTHROMBIN;URINALYSIS,BUN;CBC;Creatinine;12-lead ECG;Serum Potassium;Sodium;PTT (Partial Thromboplastin);PT (Prothrombin);Urinalysis,,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000148_fax.png
0000149,tpl_03_threecol_dense,fax,hard,8,BUN;CA_IONIZED;CA_TOTAL;CREATININE;K;NA;URIC_ACID;URINALYSIS,Blood Urea Nitrogen;Ionized Calcium;Total Calcium;Crea;Potassium (K);Sodium (Na);Uric Acid;Urinalysis,,,,false,false,,1,tick_overflowing,renal_panel,media/0000149_fax.png
0000150,tpl_04_halfsheet_compact,clean,easy,1,XR_CHEST_PA_L,Chest PA / L,LIPID_PROFILE,,,false,false,,0,cross,annual_physical,media/0000150_clean.png
0000151,tpl_04_halfsheet_compact,clean,easy,1,CBC_PLT,CBC w/ Platelet Count,,,,false,false,,0,filled_scribble,breast_mass_workup,media/0000151_clean.png
0000152,tpl_04_halfsheet_compact,clean,easy,4,ALP;BILI_PANEL;SGOT_AST;SGPT_ALT,"ALP (Alkaline Phosphatase);Bilirubin (TB, DB, IB);SGOT / AST;SGPT (ALT)",,,,false,false,,0,tick_in_box,liver_evaluation,media/0000152_clean.png
0000153,tpl_04_halfsheet_compact,clean,easy,8,BUN;CBC_PLT;CREATININE;ECG_12L;NA;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,BUN;CBC w/ PLT CT;Creatinine;12-lead ECG;Sodium (Na);PT (Prothrombin Time);Urinalysis;Chest PA/L,,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000153_clean.png
0000154,tpl_04_halfsheet_compact,clean,easy,4,FT3;FT4;TSH;US_THYROID,FT3;FT4;TSH;Thyroid,,,,false,false,,0,tick_in_box,thyroid_workup,media/0000154_clean.png
0000155,tpl_04_halfsheet_compact,clean,easy,4,CL;ECG_12L;ECHO_2D;XR_CHEST_PA_L,Serum Chloride;Electrocardiography;2D Echocardiogram;Chest PA and lateral,,,,false,false,,0,tick_overflowing,cardiac_chest_pain,media/0000155_clean.png
0000156,tpl_04_halfsheet_compact,clean,easy,8,BUN;CBC_PLT;CREATININE;ECG_12L;K;NA;PTT;URINALYSIS,BUN;CBC with Platelet Count;Creatinine;Electrocardiography;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);Urinalysis (Routine),PT_PROTHROMBIN;XR_CHEST_PA_L,,,false,false,,1,tick_overflowing,preoperative_clearance,media/0000156_clean.png
0000157,tpl_04_halfsheet_compact,clean,easy,4,HBSAG_SCREENING;SGOT_AST;SGPT_ALT;VDRL_RPR,HBsAg Screening;SGOT/AST;SGPT/ALT;VDRL / RPR,,,,false,false,,0,tick_overflowing,hepatitis_screen,media/0000157_clean.png
0000158,tpl_04_halfsheet_compact,clean,easy,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC w/ PLT CT;FBG;Fecalysis;Lipid Studies;Urinalysis;Chest PA / L,,,,false,false,,1,cross,annual_physical,media/0000158_clean.png
0000159,tpl_04_halfsheet_compact,clean,easy,7,BLOOD_TYPING_RH;CBC_PLT;HBSAG_SCREENING;OGTT;PREGNANCY_TEST;URINALYSIS;VDRL_RPR,Blood Typing / Rh;CBC with Platelet Count;HBsAg Screening;OGTT;Pregnancy Test;Urinalysis;Syphilis Screening,,OGTT=g100,,false,false,,0,filled_scribble,prenatal,media/0000159_clean.png
0000160,tpl_04_halfsheet_compact,scan,easy,5,CREATININE;FBS;HBA1C;LIPID_PROFILE;URINALYSIS,Creatinine;Fasting Blood Sugar;HbA1c;Lipid Profile;Urinalysis,,,,false,false,,0,tick_in_box,diabetes_monitoring,media/0000160_scan.png
